id,price,bedrooms,bathrooms,sqft,yr_built,zipcode
5608000630,1520000,4,4,4500,1991,98027
3342103148,502500,5,2.5,2430,2007,98056
4154302560,550000,3,1.5,2440,1949,98118
2768100206,440000,3,2.25,1230,2009,98107
8081650330,320000,4,2.5,2000,1997,98038
722069057,408000,3,1.75,1600,1960,98058
2474400300,320000,4,2.5,1920,1990,98031
1186000150,563250,3,1.75,1370,1982,98122
2619950110,415000,3,2.5,2280,2011,98019
322069141,462000,4,2.5,2640,1979,98038
4321200970,555000,3,2,2180,1930,98126
3438500036,545000,5,3.75,2380,2008,98106
9475700220,405000,4,2.5,2220,2001,98059
2731600080,454000,5,2.25,2550,1975,98166
1118001835,1720000,4,2.5,3070,1927,98112
109000040,305000,3,1.75,1460,1965,98155
5411600210,810000,4,3.5,4170,2005,98074
1328330290,328000,4,1.75,1990,1978,98058
9510971070,675000,3,2.5,2250,2004,98052
724069065,1140000,3,2.5,2780,1969,98075
2555900030,320000,3,1,1520,1951,98155
1420400130,215000,4,2.25,1900,1967,98031
9264921030,316000,3,2.5,2550,1985,98023
1898900280,340000,4,3,2380,1999,98023
5631500905,272925,2,1,1280,1941,98028
3387800380,215000,4,1.75,1630,1959,98031
290000075,550000,3,1,1260,1951,98146
123059071,440000,3,2,1860,1998,98059
5317100750,2920000,4,4.75,4575,1926,98112
1450300050,224950,4,2.5,2260,1965,98002
646910030,238000,3,2.5,1650,2004,98055
7116500705,156000,2,1,920,1950,98002
5522600205,500000,3,1.5,2040,1950,98117
1088800850,612500,4,2.5,2730,1991,98011
7923100400,667000,5,2.25,2560,1966,98008
2608300035,329000,3,1,1600,1964,98106
6145600285,300000,2,1,820,1916,98133
4024101670,290000,3,1.5,1040,1955,98155
4276400030,450000,3,2,2320,1952,98166
3448001975,351000,1,0.75,930,1924,98125
8672200110,1090000,5,3.75,4170,2006,98056
1238501099,470000,3,1.75,1310,1987,98033
585000095,625000,3,2.5,2180,1977,98116
6392002020,559000,3,1.75,1700,1967,98115
2600000210,852600,4,2.5,3320,1977,98006
2473371570,313500,3,1.75,1610,1974,98058
1529300435,440000,3,1,1610,1903,98103
3861400061,641000,3,1.75,1480,1952,98004
524059093,775000,3,1.75,1640,1946,98004
7199340480,495000,3,2.25,1780,1979,98052
9106000005,1310000,4,2.25,3750,1924,98115
8944320280,336000,3,2.5,2110,1989,98042
6666860170,365000,3,2.5,2200,1987,98031
5259800090,210000,3,2.25,1430,1984,98023
4443800385,778100,2,1,1480,1949,98117
3278612570,294000,2,2.5,1380,2012,98126
1186000035,770000,3,1.75,1720,1954,98122
1777600900,710000,4,2.5,2870,1968,98006
7131300031,262500,4,2,1540,1957,98118
3797000400,616500,4,2.25,1880,1909,98103
2724049185,175000,3,1.75,1430,1957,98118
8860500150,380000,4,2.5,2540,2000,98055
9201000030,940000,4,2.75,3770,1964,98075
8651600110,939000,4,2.25,2240,1970,98040
3110800040,269900,3,2.25,1740,1963,98031
7445000115,725000,3,1.5,2500,1940,98107
3856901880,514000,2,1,920,1906,98105
5700000120,780000,4,1,3390,1924,98144
1169000057,1130000,6,4.25,3100,1978,98112
3812400854,352800,4,2,2080,1960,98118
7732410380,907500,4,2.5,2770,1987,98007
7349650490,285000,3,1.75,1600,1998,98002
2172000890,385000,4,2.5,2560,2007,98178
7334501250,325000,3,2.5,1870,1994,98045
8899210610,325000,3,2.5,2330,1980,98055
3826500170,283000,3,2.25,2130,1978,98030
1541700010,315000,4,2.5,2040,2003,98031
3735900590,590000,3,2.25,2210,1951,98115
6131600285,195500,4,1,1230,1954,98002
5560000070,199990,3,1,1100,1961,98023
6332000130,525000,3,1.75,1470,1916,98126
2589300065,329900,3,1.75,1670,1908,98118
7625703945,345000,2,1,1080,1955,98136
1657530010,260000,3,2.5,1600,2005,98056
2525500260,331000,3,1.75,1300,1986,98059
3630000080,450000,3,2.5,1480,2005,98029
9510920120,780000,4,2.5,3140,1994,98075
1724069062,1370000,2,3.25,2700,1990,98075
6204050080,555000,3,2.5,3160,2006,98011
6844703240,1080000,3,2.5,3280,1970,98115
1109000040,315000,3,2,1300,1993,98118
1099900120,345000,3,2.5,2340,1993,98188
1163400020,251000,3,1.5,1590,1971,98022
2622059138,339000,3,1.5,1740,1973,98042
424069206,835000,4,2.5,2950,1986,98075
3277801592,479950,3,2,1820,2014,98126
1703400470,375000,2,1,980,1919,98118
4003000285,628000,4,2,2280,1900,98122
8682320900,580000,3,2,1870,2009,98053
6142100090,279000,4,2.5,1810,1977,98022
1226069045,979500,4,3.75,4133,2000,98019
6848200221,635000,3,3.5,1730,2009,98102
984000410,225000,3,2.5,2170,1967,98058
6632900574,367500,5,3,2980,1940,98155
7203140420,385000,3,2.5,1740,2010,98053
1217000340,340000,3,1,1840,1953,98166
7529500030,385000,6,4,2700,1969,98108
4215270070,969990,4,2.5,4150,2014,98075
9456200450,212000,4,2.5,1900,1940,98198
751000190,355000,3,1.75,1120,1948,98125
8682260610,572000,2,2,1870,2005,98053
9264950410,369000,4,2.5,2550,1989,98023
1257202215,810000,4,1.75,1760,1906,98103
9274201730,825000,4,1.5,1890,1919,98116
4337000275,230500,2,1,740,1943,98166
2579500101,1390000,4,3.5,4010,1990,98040
4038700730,621000,4,2.75,1950,1960,98008
7745500015,403000,3,1,1400,1951,98155
7104100065,425000,2,2,1280,1918,98136
1446401540,243000,3,1,1500,1970,98168
3034200058,400000,4,1.5,1390,1965,98133
2923039217,350000,2,0.75,1392,1978,98070
1525069088,442500,5,3.25,4240,1980,98053
3905040070,540000,3,2.5,1670,1991,98029
2807100156,295950,2,1,1190,1948,98133
3425059066,618000,5,1.75,1880,1955,98005
7501000340,980000,4,2.5,3780,1990,98033
6123000070,310000,3,1.5,1460,1952,98148
4345000090,239000,3,2.5,1360,1994,98030
7996720050,515000,3,3,2440,1982,98133
6844700510,700000,4,2.5,2672,2005,98115
7202360430,920000,4,3.5,4080,2005,98053
1453601502,303697,4,2,2520,1955,98125
8150600195,450000,4,2.75,1540,1929,98126
7399800110,565000,4,2.75,1960,1983,98072
3530400080,255000,2,2,1360,1974,98198
3438500742,399000,3,3,2240,1950,98106
9315600050,1680000,5,3.25,4560,1963,98004
1999600320,729000,3,2.5,2480,1990,98006
2979800762,365000,3,2.5,1484,2003,98115
8024200010,312000,2,1,1460,1925,98115
7224000315,256000,3,1,880,1924,98055
2767604551,371000,2,1.5,1110,2000,98107
7852170570,535950,3,2.5,2370,2003,98065
7129800036,109000,2,0.5,580,1941,98118
7300400580,328000,4,2.5,2370,1998,98092
4331400090,270000,3,1.5,1430,1953,98166
3298701066,240000,3,1,1230,1925,98106
3750603732,276000,3,1.75,2240,1968,98001
3275740030,420000,3,2.25,1770,1977,98034
6161000015,349950,3,1,1400,1957,98125
4305600100,570000,4,2.75,3250,2011,98059
3592500985,880000,4,2.5,2350,1923,98112
9201000120,650000,3,2.25,1790,1969,98075
9551202025,800000,2,1,1740,1955,98103
7967000150,353500,4,3,2050,2014,98001
1670400068,206000,2,1.5,1820,1921,98168
9895000040,399900,2,1.75,1410,2011,98027
7625702615,400000,2,1,610,1918,98136
8641500252,403000,3,2.5,1502,2005,98115
5406500440,690000,4,2.5,2780,2001,98075
7212680860,297262,3,2.5,1730,1994,98003
5163700085,260000,3,1,1790,1951,98031
8691350200,884250,4,2.5,3840,1998,98075
2873000920,257000,3,1.75,1430,1975,98031
686800080,1030000,4,2.5,2370,2003,98004
7504010480,603000,4,2.25,2110,1975,98074
2968801366,350000,3,2.75,1650,1988,98166
7436300170,411000,2,2.5,1590,1997,98033
7821200390,450000,3,2,1290,2001,98103
4217401240,990000,3,2.5,2160,1939,98105
3220200040,1710000,3,3.25,2940,1978,98109
6882510020,340000,4,1.75,1800,1979,98118
3821400200,215000,3,2,1290,1947,98168
2426049174,481500,3,2.25,1840,1993,98034
7853270200,672500,4,2.5,3470,2005,98065
752000035,699000,4,2.5,2650,2006,98125
2028701165,430000,2,1,1050,1927,98117
5379804537,270000,3,2.25,1760,1986,98188
3585300445,892500,3,1.75,2120,1959,98177
8651500850,627800,4,1.75,2010,1982,98074
3329520170,250000,3,2,1170,1984,98001
3826000460,297975,3,2.25,2820,1947,98168
2968801075,320600,3,2,1220,1947,98166
2919701944,474000,3,1,1140,1944,98117
8564850300,535000,3,3,2640,2012,98045
3448900290,636230,4,2.5,2840,2013,98056
1840300100,309950,2,1.5,1510,1961,98188
7708210050,525000,5,2.75,2880,2006,98059
3131201563,435000,2,1,1060,1943,98105
3905081800,560000,4,3,2170,1992,98029
5561401210,595000,4,3,3680,1970,98027
3023069166,1140000,5,4,7320,1992,98058
4083800555,550000,2,1,980,1910,98103
1324300091,370000,3,1,800,1908,98103
2610100015,305000,4,1.75,1000,1947,98155
1797500600,850000,5,3.5,3150,1911,98115
6690500060,530000,3,1,1370,1906,98103
6204420180,425000,3,2.25,1870,1978,98011
2215900900,295000,3,2.5,1690,1992,98038
6341000020,226000,2,1,1510,1951,98146
2225059118,949000,4,2.75,2980,1973,98005
5652600556,397380,2,1,1030,1924,98115
1776230220,414000,3,2.5,2490,2012,98059
1526079026,487500,5,3.5,3530,1999,98019
3904100035,235000,2,1,1270,1923,98118
1377300135,570000,2,1,1100,1941,98199
2521059060,490000,3,2.25,2840,1983,98092
7454000585,289000,2,1,710,1942,98126
4222310010,152500,4,1,1730,1970,98003
1370802770,849000,3,1.75,2520,1954,98199
104550520,270000,4,2.5,1750,1988,98023
1250200600,390000,3,1,1240,1902,98144
3123800125,315000,2,1,900,1941,98136
1523069215,435000,3,1.75,2220,1988,98027
1226039054,436000,3,1.5,1500,1955,98177
522079015,608000,3,2,2400,1975,98038
9407001340,320000,3,2,1110,1978,98045
2546500020,295000,3,2,1380,1966,98148
1099600250,260000,3,1.75,1710,1976,98023
1775801090,465000,4,2.25,1820,1977,98072
1782500065,420000,4,1.75,1320,1942,98126
2194100050,850000,4,2.5,3180,1977,98040
7893808220,250000,3,1,990,1960,98198
1250203135,725000,3,1.75,1860,1959,98144
4024100915,689000,4,2.75,3250,2014,98155
9510310030,535000,4,2.75,2710,1995,98045
7600136,411000,2,2,1130,2007,98122
7504110780,645000,4,2.5,3160,1983,98074
203101210,379500,2,1,1640,1978,98053
6362900080,525000,6,3,2880,1980,98144
3395040580,310000,3,2.25,1590,2001,98108
7852010670,692500,4,2.75,3710,1999,98065
284000223,578000,3,1.75,2120,1977,98146
8964800930,1350000,4,2,2240,1948,98004
8731981360,359999,4,2.25,3220,1976,98023
249000180,1890000,4,4.25,4285,2013,98004
6821102358,540000,3,2.25,1670,2002,98199
3339900640,200000,3,2.25,1230,1913,98002
7202331500,673200,5,3,4180,2003,98053
6379500640,1120000,3,1.5,3000,1924,98116
4083302915,599950,2,1,1150,1917,98103
5379801972,265000,5,4,1400,1954,98188
2624089040,279475,2,1,1060,1968,98065
8691310840,833000,4,2.75,3780,1999,98075
8651710430,465000,4,2.25,2070,1977,98034
642150080,675900,3,2.5,2920,2013,98059
7853220690,470000,3,2.5,2280,2004,98065
7518502945,524950,3,1.75,1890,1974,98117
2825059256,680000,4,2.5,3030,1978,98005
2768300655,630000,3,3,1880,2007,98107
1823099056,745000,3,2.5,2810,1995,98045
5706200060,399950,3,1,1020,1969,98027
8731951490,313000,3,1.75,2190,1967,98023
3410600100,345000,2,1.5,1800,1987,98092
7738500185,382500,3,2,1150,1952,98155
7805450870,909000,4,2.5,3680,1986,98006
722059070,235000,3,1,1430,1961,98031
4377000100,704000,4,2.75,2510,1976,98052
5364200477,718000,3,1,1030,1952,98105
475000510,594000,3,1,1320,1920,98107
3624039183,315000,3,2.5,1480,2010,98106
4083304835,620000,2,1,990,1909,98103
8682230760,850000,2,2.5,3360,2004,98053
1250202285,908800,3,3,3420,1939,98144
4040800120,447000,3,1,1220,1965,98008
8097000330,359950,3,2.75,2540,1991,98092
3869900155,340000,2,2,1250,1996,98136
8691390770,733000,4,3.5,3080,2003,98075
6600410170,124740,3,1,1340,1978,98042
1842100160,513000,5,2,2270,1965,98052
1245500950,1100000,4,2.5,2190,1960,98033
204000140,403000,3,1,1500,1977,98053
9533100285,2070000,4,3.75,4350,2013,98004
3682000060,349950,4,3.5,2796,2013,98001
6821101870,524000,3,1.75,1560,1944,98199
5694000706,535000,3,2.75,1320,2008,98103
2597710450,365000,3,2.25,2290,1988,98058
8075400570,258000,5,2,2260,1960,98032
5101405331,495000,4,1.75,1600,1959,98125
3298700671,260000,2,1,820,1918,98106
2309710150,325000,4,3.25,2800,2011,98022
3885802136,899000,4,2.5,2580,2013,98033
8835200160,325000,2,2,970,1983,98034
2025059026,1980000,4,3.5,4500,1990,98004
8563001070,550000,4,2,1660,1966,98008
3810000480,350000,3,1.75,2010,1939,98178
8562600190,550000,3,1.75,1840,1964,98052
3996900160,277000,2,1,770,1948,98155
6056100370,430000,3,2.25,2020,2008,98108
7714000340,360000,4,2.5,2850,2004,98038
1778500015,728000,3,1.5,1940,1915,98112
8961980290,666500,4,2.5,2860,2000,98074
8026200080,372000,4,1.75,1890,1969,98056
1389600040,255000,4,2.5,1987,2011,98001
421000465,269500,2,1.5,1480,1978,98056
7149400450,287000,4,2.25,1980,1977,98032
3305100230,820000,4,2.5,3170,2008,98033
2817260130,622500,5,2.75,3320,1975,98072
3530200160,654950,4,2.5,2790,1987,98077
1829300520,746500,4,2.5,3460,1987,98074
9429400170,309620,3,2.5,1860,2012,98019
7302000610,316000,4,1.5,2120,1974,98053
7625703007,271115,2,1.5,830,2005,98136
6908200155,1100000,4,3.5,2760,1955,98117
1972202505,543000,3,2.5,1540,2004,98103
5469501940,340000,3,1.75,2190,1978,98042
2768200212,499950,2,2.5,1320,2014,98107
9834201370,430100,3,2.25,1400,2009,98144
251200240,491500,4,2.75,2100,1979,98034
7202340820,599000,4,2.5,2480,2004,98053
7660100236,375000,3,2.5,1300,2008,98144
1926049385,559950,4,2.5,2650,1979,98133
9191201250,580000,5,2,2600,1914,98105
2207500880,690000,3,1,1580,1905,98102
7105600085,500000,3,2.25,1730,1988,98052
1796100140,170000,3,1.5,1350,1966,98092
6623400135,324000,3,2.5,1750,1994,98055
1025069192,929000,4,3.25,4030,2002,98053
226039214,465250,5,2,1940,1957,98177
597000195,527200,3,1.75,1460,1929,98144
1454600256,710000,5,2.5,2570,1956,98125
1896700080,855000,4,3,3090,1978,98005
1234000704,1380000,5,3.5,3680,2003,98033
7548300170,600000,4,2.25,2760,1910,98144
3630130130,663000,3,2.5,1910,2006,98029
1310960190,263000,3,1.75,1660,1977,98032
4139900120,1420000,4,5.25,4670,1989,98006
3131201310,525000,5,1,1280,1923,98105
2207100255,395300,3,1.5,1120,1955,98007
1843100520,347000,4,2.5,2770,1989,98042
6046401300,428000,3,2,1310,1986,98103
2460900010,364000,2,2.25,1280,1992,98144
5104511840,449950,4,3,2800,2003,98038
7128300630,677000,4,2,2180,1927,98144
4235400255,405000,2,1,720,1942,98199
1186000095,890000,4,2.75,2310,1979,98122
3992700265,385100,3,1,1060,1949,98125
3226049267,289500,3,1,1200,1947,98115
1532300155,425000,4,1,1080,1924,98103
6619910140,630000,4,1.75,2950,1975,98034
1929300415,710000,4,1.75,2000,1956,98109
3121059036,400000,2,1,1140,1932,98092
284000025,1410000,2,2,2180,1952,98146
6398000011,789000,3,3,3740,1991,98070
3585210200,366000,3,1.75,1510,1967,98034
5249804510,655000,3,2,1410,1927,98118
821049123,389000,4,2.5,2420,1998,98003
7802900380,335000,2,1,1360,1937,98065
1789800020,375900,6,1.5,2550,1958,98023
3629910470,590000,3,2.5,2110,2004,98029
6679000370,295000,3,2.5,1560,2003,98038
4038200120,534000,5,1.75,2120,1959,98008
6430500291,565000,3,1,1260,1928,98103
925059313,920000,4,2.5,3540,2007,98033
4136890260,327000,5,2.75,2400,1998,98092
871000435,812000,4,2,2380,1949,98199
1524079188,1860000,4,5.25,5240,2006,98024
910000104,245500,2,1,790,1950,98011
6414600232,535000,3,2.25,2050,1990,98133
5556300076,1440000,3,2.25,2630,1987,98052
8691450120,908990,4,2.75,3530,2014,98075
8955800045,530000,2,2.25,2080,1954,98042
9253900210,1280000,3,2.5,3870,1997,98008
8125200480,422000,4,2.5,2310,2012,98166
393000385,255000,3,1.5,1320,1956,98178
4141010050,1290000,3,2.5,3240,1987,98040
8121100415,735000,4,3,2840,1931,98118
2459500070,278000,3,2.25,1590,1985,98058
7618700112,634000,3,1.75,2570,1962,98177
5104540240,609900,4,2.5,3190,2006,98038
7655900187,449000,5,1.75,1720,1956,98133
1023059108,390000,2,1,670,2003,98059
9512500720,500000,5,2.5,2030,1968,98052
1321710460,319000,4,2.25,2390,1990,98023
9826701201,450000,2,1.5,1530,2005,98122
5316101075,2890000,7,3,5350,1910,98112
5149300400,311750,4,2.25,2270,1976,98023
4217400420,907000,3,1.5,1340,1927,98105
3343300644,343000,2,1,1110,1942,98056
7518503490,495000,3,2,1340,1984,98117
4447300165,415000,2,1,760,1944,98117
522059352,358800,4,2.5,2155,1996,98031
1822079046,500000,3,2,3040,1978,98038
2303900100,3800000,3,4.25,5510,1997,98177
818100030,310000,4,2.5,1930,1994,98042
2768300736,605000,3,3,1760,2008,98107
2085700050,420000,4,2.5,2480,2001,98001
7183000060,260000,4,2.5,2360,1964,98003
4206901155,575000,3,2,2168,1907,98105
5300200050,280000,4,2.75,2230,1968,98168
1257201295,480000,2,1,1060,1924,98103
250000090,1750000,4,4.5,4650,2008,98004
5169700022,334950,3,1.75,1880,1980,98059
2851200100,955500,4,1.75,2130,1914,98119
9106000050,767250,4,3,2170,1997,98115
5505700030,590000,3,2,1650,1926,98116
6791100280,430000,3,1.75,1720,1970,98075
1926069192,1160000,4,4.25,5860,1996,98072
